time,index,x,y,z
0.020990848541259766,2,0.703235,0.0468823,0.750117
0.06192779541015625,4,0.750117,0.0468823,0.797
0.11501383781433105,6,0.797,0.0468823,0.750117
0.1557178497314453,8,0.750117,0.140647,0.750117
0.22739791870117188,11,0.703235,0,0.656353
0.2728128433227539,13,0.656353,0.0468823,0.656353
0.3040318489074707,14,0.656353,0.140647,0.750117
0.3509047031402588,16,0.750117,0.0937646,0.797
0.38989686965942383,18,0.703235,0.0468823,0.797
0.4386289119720459,20,0.703235,0.0468823,0.797
0.46001100540161133,21,0.797,0.140647,0.750117
0.5595657825469971,25,0.750117,0.0468823,0.750117
0.6131987571716309,27,0.60947,0.0937646,0.750117
0.6358940601348877,28,0.60947,0.0468823,0.797
0.7549169063568115,33,0.703235,0.0468823,0.797
0.7744588851928711,34,0.703235,0.0468823,0.750117
0.7935926914215088,35,0.656353,0.0468823,0.797
0.8155479431152344,36,0.703235,0.0468823,0.843882
0.8916528224945068,39,0.656353,0,0.750117
0.9665448665618896,42,0.703235,-0.0468823,0.750117
1.0905389785766602,47,0.703235,0.0468823,0.750117
1.1316847801208496,49,0.750117,0.0468823,0.750117
1.1512408256530762,50,0.703235,0.0937646,0.797
1.1902227401733398,52,0.60947,0.0468823,0.890764
1.209852933883667,53,0.60947,0,0.797
1.3093628883361816,57,0.703235,0.0937646,0.797
1.3601438999176025,59,0.703235,0.0468823,0.843882
1.401209831237793,61,0.468823,0.0937646,0.843882
1.4248759746551514,62,0.515706,0,0.843882
1.4460937976837158,63,0.60947,0.0468823,0.797
1.4773619174957275,64,0.703235,0,0.843882
1.518324851989746,66,0.60947,0.0468823,0.797
1.538214921951294,67,0.60947,0,0.797
1.559337854385376,68,0.60947,0.0468823,0.843882
1.619863748550415,71,0.562588,0.0468823,0.750117
1.661348819732666,73,0.60947,0,0.843882
1.7316029071807861,76,0.703235,0.140647,0.890764
1.7976839542388916,79,0.562588,0.0937646,0.843882
1.8189408779144287,80,0.515706,0.140647,0.843882
1.906451940536499,84,0.562588,0.0937646,0.843882
2.018065929412842,89,0.60947,0.0937646,0.890764
2.039886713027954,90,0.562588,0.0937646,0.843882
2.061034917831421,91,0.562588,0.0937646,0.843882
2.0804150104522705,92,0.60947,0.140647,0.890764
2.1312787532806396,94,0.60947,0.0937646,0.797
2.174165964126587,96,0.515706,0.0937646,0.750117
2.1956710815429688,97,0.656353,0.0937646,0.843882
2.2248599529266357,98,0.562588,0.0468823,0.750117
2.2463228702545166,99,0.562588,0.0468823,0.843882
2.2659008502960205,100,0.562588,0.0937646,0.797
2.351785898208618,103,0.60947,0.0468823,0.797
2.447575807571411,107,0.468823,0.0468823,0.797
2.4671428203582764,108,0.60947,0.0468823,0.797
2.5509567260742188,111,0.656353,0.0468823,0.890764
2.5715928077697754,112,0.656353,0.0468823,0.797
2.592499017715454,113,0.656353,0,0.797
2.617257833480835,114,0.656353,0.0468823,0.797
2.6770260334014893,116,0.60947,0.0468823,0.797
2.6993589401245117,117,0.562588,0.0937646,0.843882
2.8672468662261963,120,0.797,-0.0468823,0.750117
3.0468859672546387,123,0.750117,0.0937646,0.797
3.0876989364624023,124,0.468823,0.140647,0.750117
3.207170009613037,125,0.797,0,0.750117
3.2499608993530273,126,0.797,0.0937646,0.797
3.349341869354248,128,0.750117,0.0468823,0.797
3.4157960414886475,129,0.656353,0.0468823,0.797
3.455312967300415,130,0.703235,0.0937646,0.750117
3.50168776512146,131,0.750117,0.0937646,0.843882
3.561439037322998,132,0.656353,0.0937646,0.797
3.6325619220733643,133,0.515706,0.140647,0.750117
3.6813108921051025,134,0.797,0.0468823,0.797
3.719343900680542,135,0.656353,0.0468823,0.750117
3.755380868911743,136,0.703235,0.140647,0.843882
3.7887308597564697,137,0.797,0.0468823,0.843882
3.817997694015503,138,0.515706,0.234412,0.843882
3.8647828102111816,139,0.656353,0.0468823,0.843882
3.8842639923095703,140,0.703235,0.0468823,0.797
3.9214210510253906,141,0.703235,0.0937646,0.797
3.9546687602996826,142,0.656353,0.140647,0.797
3.979933977127075,143,0.703235,0.140647,0.797
4.075850009918213,145,0.656353,0.0937646,0.797
4.244021892547607,149,0.656353,0.0468823,0.797
4.272759675979614,150,0.703235,0.0468823,0.843882
4.298212766647339,151,0.60947,0.0468823,0.797
4.380207777023315,154,0.562588,0.0937646,0.797
4.415332794189453,155,0.60947,0.0468823,0.750117
4.458060026168823,156,0.703235,0.0468823,0.750117
4.483614921569824,157,0.703235,0.0937646,0.797
4.540306806564331,159,0.515706,0.0468823,0.750117
4.563597679138184,160,0.656353,0.0468823,0.797
4.583200931549072,161,0.60947,0.0937646,0.797
4.60474705696106,162,0.703235,0.0937646,0.750117
4.676890850067139,165,0.843882,0,0.843882
4.76653790473938,169,0.703235,0.140647,0.750117
4.786273956298828,170,0.797,0.0937646,0.703235
4.827363729476929,172,0.797,0.0937646,0.750117
4.848705053329468,173,0.750117,0.140647,0.750117
4.883854866027832,174,0.703235,0,0.750117
4.906871795654297,175,0.750117,0.0468823,0.703235
4.928866863250732,176,0.703235,0.0937646,0.703235
5.038167715072632,181,0.750117,0.0468823,0.750117
5.059628009796143,182,0.703235,0.0937646,0.750117
5.088840007781982,183,0.703235,0.0468823,0.797
5.108250856399536,184,0.703235,0.0937646,0.797
5.129698038101196,185,0.703235,0.0468823,0.750117
5.1490607261657715,186,0.703235,0.0468823,0.843882
5.168537855148315,187,0.750117,0.0937646,0.750117
5.231338024139404,190,0.703235,0.140647,0.750117
5.270387887954712,192,0.703235,0.0468823,0.750117
5.365859746932983,196,0.656353,0.0937646,0.797
5.397315740585327,197,0.703235,0.0468823,0.750117
5.477237939834595,201,0.656353,0.0937646,0.750117
5.509124755859375,202,0.60947,0,0.750117
5.549469947814941,204,0.656353,0.0937646,0.750117
5.569082736968994,205,0.656353,0,0.750117
5.638782978057861,208,0.703235,0,0.797
5.775911808013916,214,0.656353,0.0937646,0.797
5.827058792114258,216,0.703235,0.0468823,0.797
5.930315971374512,217,0.656353,0.140647,0.843882
5.949962854385376,218,0.60947,0.0937646,0.797
6.014289855957031,221,0.656353,0.140647,0.750117
6.04535984992981,222,0.797,0.140647,0.797
6.068727731704712,223,0.797,0.140647,0.656353
6.111613988876343,225,0.797,0,0.703235
6.154894828796387,226,0.797,-0.0937646,0.703235
6.201488971710205,228,0.797,0.140647,0.703235
6.277627944946289,231,0.750117,0.0937646,0.703235
6.3206398487091064,233,0.797,0.0468823,0.750117
6.435719966888428,238,0.703235,0.0937646,0.750117
6.4650819301605225,239,0.656353,0.140647,0.750117
6.531290769577026,242,0.656353,0.0468823,0.750117
6.646729946136475,246,0.656353,0.0937646,0.703235
6.677956819534302,247,0.656353,0.0937646,0.750117
6.759860038757324,251,0.797,0.0468823,0.750117
6.789203882217407,252,0.703235,0.0937646,0.797
6.812566041946411,253,0.656353,0.0468823,0.750117
6.86907172203064,255,0.60947,0.0468823,0.703235
6.921787977218628,257,0.937647,0.0468823,0.797
6.964695692062378,259,0.468823,0.234412,0.797
6.986191749572754,260,0.60947,0.0937646,0.750117
7.0409228801727295,262,0.656353,0.140647,0.750117
7.06046986579895,263,0.703235,0.140647,0.750117
7.110635995864868,265,0.750117,0.0937646,0.750117
7.132581949234009,266,0.797,0.0937646,0.797
7.1581339836120605,267,0.797,0.140647,0.797
7.179570913314819,268,0.750117,0.0937646,0.703235
7.200983762741089,269,0.703235,0.187529,0.703235
