time,index,x,y,z
0.04198813438415527,3,0.0937646,-0.281294,0.984529
0.08853721618652344,5,0.0937646,-0.234412,1.03141
0.11443209648132324,6,0.140647,-0.234412,0.937647
0.1371932029724121,7,0.0468823,-0.281294,1.03141
0.19643521308898926,9,0,-0.234412,0.984529
0.21744608879089355,10,0.0468823,-0.234412,1.03141
0.27618908882141113,12,0.0937646,-0.234412,1.03141
0.45772528648376465,19,0.0468823,-0.187529,0.984529
0.49088621139526367,20,0,-0.234412,0.937647
0.5142331123352051,21,0,-0.234412,0.937647
0.5397911071777344,22,0.0937646,-0.281294,0.937647
0.6001920700073242,24,0.187529,-0.234412,1.03141
0.6215331554412842,25,0.234412,-0.281294,1.03141
0.6470770835876465,26,0.234412,-0.234412,1.03141
0.7041819095611572,28,0.140647,-0.281294,0.937647
0.8091211318969727,32,0.140647,-0.187529,0.984529
0.8559410572052002,34,0.140647,-0.281294,0.984529
0.8791301250457764,35,0.0937646,-0.328176,0.937647
0.9145710468292236,36,0.0468823,-0.328176,1.03141
0.9355282783508301,37,0.0937646,-0.234412,1.07829
1.1464831829071045,45,0,-0.328176,0.937647
1.1723921298980713,46,0.0937646,-0.421941,1.03141
1.298929214477539,51,0.0937646,-0.187529,1.03141
1.3345861434936523,52,0.0937646,-0.281294,0.984529
1.357586145401001,53,0.0937646,-0.281294,0.984529
1.3813340663909912,54,0.140647,-0.328176,0.984529
1.40633225440979,55,0.140647,-0.281294,0.984529
1.488199234008789,58,0.0937646,-0.281294,0.937647
1.5584781169891357,61,0.140647,-0.328176,0.984529
1.5824241638183594,62,0.0937646,-0.328176,0.984529
1.6051270961761475,63,0.140647,-0.281294,0.984529
1.6874442100524902,66,0.0937646,-0.234412,0.984529
1.7123031616210938,67,0.140647,-0.281294,0.984529
1.7714550495147705,69,0.0937646,-0.281294,0.984529
1.79496431350708,70,0.0937646,-0.281294,1.03141
1.8182902336120605,71,0,-0.328176,0.984529
1.8422620296478271,72,0.140647,-0.234412,1.03141
1.8769261837005615,73,0.0937646,-0.281294,0.984529
1.9002039432525635,74,0.0937646,-0.328176,0.984529
1.980010986328125,77,0.0937646,-0.328176,1.03141
2.0524260997772217,80,0.140647,-0.281294,0.984529
2.136986017227173,83,0.0468823,-0.187529,1.03141
2.1598289012908936,84,0,-0.328176,0.890764
2.19071626663208,85,0.140647,-0.375059,0.984529
2.263237237930298,88,0.0937646,-0.234412,0.984529
2.2865641117095947,89,0.0468823,-0.187529,1.07829
2.313955068588257,90,0.140647,-0.187529,0.984529
2.36087703704834,92,0.140647,-0.234412,0.984529
2.4409289360046387,95,0.0937646,-0.234412,1.03141
2.464172124862671,96,0.0468823,-0.234412,0.984529
2.4894492626190186,97,0.0937646,-0.234412,0.984529
2.5461361408233643,99,0,-0.187529,0.984529
2.6497581005096436,103,0.0468823,-0.140647,1.03141
2.67522931098938,104,0,-0.187529,0.984529
2.733781099319458,106,0.140647,-0.328176,1.03141
2.7822840213775635,108,-0.0468823,-0.234412,0.984529
2.86234712600708,111,0.328176,-0.281294,1.03141
2.9113152027130127,113,0.0937646,-0.281294,1.03141
2.944563865661621,114,0.0937646,-0.281294,1.03141
2.9695961475372314,115,0.187529,-0.140647,0.937647
3.0167453289031982,117,0.234412,-0.234412,0.984529
3.0734200477600098,118,0.234412,-0.281294,0.843882
3.094712018966675,119,0.375059,-0.234412,1.07829
3.2020468711853027,124,0.140647,-0.328176,0.937647
3.245110034942627,126,0.234412,-0.140647,0.984529
3.2782351970672607,127,0.187529,-0.281294,0.937647
3.2999050617218018,128,0.187529,-0.234412,1.07829
3.34643816947937,130,0.187529,-0.281294,0.750117
3.3800251483917236,131,0.375059,-0.234412,1.12518
3.403135061264038,132,0.0937646,-0.187529,0.937647
3.4475090503692627,134,0.187529,-0.281294,0.984529
3.4812211990356445,135,0.187529,-0.234412,0.750117
3.5555331707000732,138,0.234412,-0.234412,0.984529
3.61588716506958,140,0.234412,-0.328176,0.890764
3.6603949069976807,142,0.375059,-0.234412,1.03141
3.6935200691223145,143,0.234412,-0.234412,0.984529
3.748690128326416,145,0.187529,-0.234412,1.07829
3.830441951751709,148,0.187529,-0.375059,0.890764
3.8540022373199463,149,0.140647,-0.234412,0.843882
3.957487106323242,153,0.375059,-0.234412,0.937647
4.084562301635742,158,0.234412,-0.375059,0.843882
4.105488061904907,159,0.187529,-0.328176,0.984529
4.129812955856323,160,0.281294,-0.375059,1.12518
4.152751207351685,161,0.281294,-0.234412,0.984529
4.199599027633667,163,0.140647,-0.187529,1.07829
4.2327721118927,164,0.0937646,-0.0937646,1.07829
4.260235071182251,165,0.0468823,-0.0937646,0.984529
4.390921115875244,170,0.140647,-0.187529,1.03141
4.453134059906006,172,0.0937646,-0.0468823,0.984529
4.478510141372681,173,0.0937646,-0.187529,1.03141
4.525410175323486,175,0,-0.0937646,0.937647
4.56074595451355,176,0.0937646,-0.0937646,1.03141
4.584100008010864,177,0.0937646,-0.0937646,1.03141
4.712860107421875,182,0.140647,-0.0937646,1.03141
4.736378192901611,183,0.0468823,-0.0937646,0.984529
4.771649122238159,184,0,-0.0937646,1.03141
4.88102912902832,188,0.0937646,-0.140647,1.03141
4.927627086639404,190,0.0937646,-0.0937646,0.984529
4.951020956039429,191,0.0468823,-0.0937646,1.03141
4.984158277511597,192,0.0937646,-0.0937646,1.03141
5.052549123764038,195,0.140647,-0.0468823,0.984529
5.113158226013184,197,0.0937646,-0.0937646,0.984529
5.136482000350952,198,0.0468823,-0.0468823,0.984529
5.157926082611084,199,0.0937646,-0.0937646,0.937647
5.222606182098389,201,0.0937646,-0.140647,1.07829
5.267171144485474,202,0.0937646,-0.0937646,1.03141
5.306193113327026,203,0.140647,-0.187529,1.07829
5.52873420715332,207,0.0937646,-0.0468823,0.984529
5.554265022277832,208,0.0937646,-0.0937646,1.07829
5.5776402950286865,209,0.0468823,-0.0937646,1.03141
5.603027105331421,210,0.0468823,-0.0937646,1.03141
5.661596059799194,212,0.0468823,-0.0937646,1.07829
5.685050010681152,213,0.0937646,-0.0937646,1.07829
5.710390090942383,214,0.140647,-0.187529,0.984529
5.743358135223389,215,0.0937646,-0.140647,0.984529
5.794049024581909,217,0.140647,-0.0468823,0.937647
5.817677974700928,218,0,-0.0937646,1.03141
5.854864120483398,219,0,-0.0937646,1.03141
5.901737213134766,221,-0.0468823,-0.0937646,0.984529
5.960264205932617,223,0.281294,-0.187529,1.03141
6.033771991729736,226,0.187529,0,0.984529
6.088805198669434,228,0.0937646,-0.140647,1.03141
6.11420202255249,229,0.0937646,-0.0468823,1.03141
6.137804985046387,230,0.234412,-0.140647,0.984529
6.198292255401611,232,0.140647,-0.187529,0.984529
6.24718713760376,234,0.140647,-0.0937646,1.07829
6.280371189117432,235,0.187529,-0.0937646,1.07829
6.3114869594573975,236,0.140647,-0.187529,0.984529
6.33679723739624,237,0.140647,-0.187529,0.984529
6.417004108428955,240,0.187529,-0.187529,1.03141
6.463375091552734,242,0.187529,-0.187529,0.937647
6.487277030944824,243,0.140647,-0.187529,0.984529
6.512607097625732,244,0.140647,-0.187529,0.984529
6.594637155532837,247,0.281294,-0.234412,1.12518
6.623953104019165,248,0.0937646,-0.234412,1.03141
