time,index,x,y,z
9.5367431640625e-07,1,-0.375059,0.187529,0.937647
0.046862125396728516,3,-0.468823,0.187529,0.843882
0.07047605514526367,4,-0.468823,0.187529,0.890764
0.09374213218688965,5,-0.328176,0.187529,0.937647
0.17767596244812012,8,-0.421941,0.234412,0.984529
0.20118021965026855,9,-0.468823,0.187529,1.03141
0.22423911094665527,10,-0.328176,0.234412,0.937647
0.35921311378479004,15,-0.421941,0.234412,0.890764
0.3825991153717041,16,-0.468823,0.187529,0.890764
0.4293050765991211,18,-0.421941,0.140647,0.843882
0.4608309268951416,19,-0.375059,0.140647,0.797
0.5075869560241699,21,-0.421941,0.0937646,0.843882
0.5328860282897949,22,-0.328176,0.140647,0.890764
0.5641269683837891,23,-0.328176,0.187529,0.937647
0.5892400741577148,24,-0.375059,0.187529,0.890764
0.7480690479278564,26,-0.187529,0.328176,0.140647
0.8047101497650146,28,0.187529,0.328176,0.187529
0.8336451053619385,29,0.468823,0.281294,0.328176
0.8568549156188965,30,0.703235,0.234412,0.60947
0.9603271484375,34,0.890764,0.421941,1.03141
1.0640130043029785,38,0.797,1.03141,0.468823
1.0961451530456543,39,0.843882,1.31271,0.375059
1.1222319602966309,40,0.937647,1.35959,0.375059
1.1453421115875244,41,0.937647,1.35959,0.328176
1.1673052310943604,42,0.750117,1.26582,0.375059
1.190718173980713,43,0.703235,1.07829,0.468823
1.214280128479004,44,0.515706,0.984529,0.468823
1.2825241088867188,47,0.328176,0.890764,0.140647
1.3858261108398438,51,0.421941,0.890764,0.0937646
1.4170112609863281,52,0.328176,0.843882,0.0468823
1.4658610820770264,54,0.375059,0.890764,0.234412
1.5227408409118652,56,0.421941,0.890764,0.328176
1.5987670421600342,59,0.187529,1.03141,0.421941
1.745823860168457,61,0.140647,1.03141,0.187529
1.7741780281066895,62,0.234412,0.937647,0.0937646
1.7959568500518799,63,0.234412,0.890764,0.140647
1.8256769180297852,64,0.281294,0.890764,0.140647
1.8604180812835693,65,0.281294,0.890764,0.140647
1.9052789211273193,67,0.187529,0.984529,0.140647
1.9833829402923584,70,0.234412,0.937647,0.187529
2.065303087234497,73,0.140647,0.937647,0.281294
2.088750123977661,74,0.187529,0.937647,0.281294
